No artikel;Q1_Medium;Q2_Krant;Q3_Inspectie;Q4_Kop;Q5_Datum;Q6_Grootte;Q7_Toon;Q8_Person;Q9_Conflict;Q10_Sensatie;Q11_Internationaal;Q11_Rijk;Q11_Provincie;Q11_Gemeente;Q11_Waterschap;Q11_Toezichthouder;Q11_Politiek;Q11_Advocaat;Q11_Privaat;Q11_Burger;Q11_Onderzoeksinstituut;Q11_Media;Q11_BNer;Q11_Stichting;Q11_Belangenvereniging;Q11_Overig;Q12_Internationaal;Q12_Rijk;Q12_Provincie;Q12_Gemeente;Q12_Waterschap;Q12_Toezichthouder;Q12_Politiek;Q12_Advocaat;Q12_Privaat;Q12_Burger;Q12_Onderzoeksinstituut;Q12_Media;Q12_BNer;Q12_Stichting;Q12_Belangenvereniging;Q12_Overig;Q13_Blaam;Q14_Reactie;Q11_Overig_Antwoord;Notitie?
409;1;0;1;Rommeltje bij hertenkamp BaaRN;16.11.2017;329;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
252;1;0;4;Oppositie Groningen bepleit onderzoek naar WarmteStad;16.11.2017;332;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
384;2;9;4;Minister moet opnieuw kijken naar gaswinning;16.11.2017;438;2;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
407;2;2;8;We gaan niet in e-mails neuzen Privacy berijven proberen steeds vaker hun personeel te doorgronden met data analyse.;16.11.2018;1025;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
312;1;0;4;NAM moet uitleg geven;16.11.2021;334;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
386;1;0;1;Hebben we de verspreiding van exoten nog in de hand?;16.11.2022;1076;2;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Platform Stop Invasieve Exoten;
430;1;0;5;Extra toezicht bij vuurwerkverkoper;16.12.2013;346;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
146;1;0;1;Omstreden varkensbaron alleen in Duitsland de klos;16.12.2014;528;1;1;2;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;
22;2;4;4;Groningen zit klem door Haagse honger naar gas;16.12.2014;608;1;2;1;2;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
212;1;0;8;Mogelijk vertrouwelijke gegevens inwoners op gestolen laptop;16.12.2016;238;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
39;2;9;8;Supermarkt op vingers getikt om gezichtsscan;16.12.2020;520;1;1;2;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
118;1;0;4;Toezichthouder: onderzoek naar frequentie aardbevingen Groningen;16.12.2020;264;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
346;1;0;3;Arriva wil vanaf 2025 stoppen op halte Staphorst;16.12.2022;461;2;1;2;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
167;2;7;8;Groeten uit… de ivoren toren;16.12.2022;637;2;1;1;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
231;2;7;5;Tankterminal in haven ontbeert veiligheidscultuur;17.01.2012;551;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
338;1;0;2;Inspectie studentenhuis;17.01.2013;463;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
416;2;6;4;Noorden is uitgezogen Lezers geven Groningers gelijk: recht op compensatie;17.01.2014;719;1;1;1;2;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
445;1;0;1;Voedselbank geslaagd voor Voedselautoriteit;17.01.2015;187;3;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
7;2;6;3;ACM houdt oogje in het zeil bij dating apps op iPhone;17.01.2022;244;1;1;2;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
369;1;0;3;Je voelt onmacht, en ook verdriet;17.01.2022;613;1;3;1;2;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
201;1;0;4;Afvalwaterinjecties in Twentse bodem: wat weten deskundigen er nou van?;17.01.2022;917;1;1;2;2;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
307;2;6;5;Bewoners klagen over scheepvaart, vooral meldingen uit omgeving van stadshavens;17.02.2012;353;2;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
446;2;3;2;Kastje deugt voor geen meter;17.02.2015;970;1;1;1;2;0;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;"Politie; RDW";
265;1;0;2;Transporteur Wismans staakt werkzaamheden;17.02.2017;348;2;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;"Nationale en Internationale Wegvervoer Organisatie; UWV";
38;2;2;8;Je mag weten waarom de bank nee zegt;17.02.2020;744;2;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
102;2;2;8;'Je mag weten waarom de bank nee zegt';17.02.2020;750;1;1;2;2;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
339;2;7;2;Energietransitie gaat ook ondergronds;17.02.2022;2119;2;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kadaster;
322;1;0;1;Boetes voor verkoop drank aan kinderen;17.03.2012;327;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
385;1;0;2;Giftig afval uit jakarta terug;17.03.2012;171;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Indonesische politie;
172;1;0;3;Rem op gas uit Groningen: meer kosten en minder winst Gasunie;17.03.2017;280;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
398;2;7;3;Betonproducenten moeten aandeel in betonmortelcentrales verkopen;17.03.2017;157;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
103;1;0;2;Gemeenten willen aanpak nachtvluchten Schiphol;17.03.2018;158;1;1;2;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
405;1;0;8;Debat referendum: voor of tegen de sleepwet;17.03.2018;1436;1;1;2;2;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
204;1;0;4;Burger wil geen gaswinning en ook geen windmolens;17.03.2018;491;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
312;1;0;8;Anoniemreizen is er niet meer bij;17.04.2018;535;2;1;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
89;1;0;4;VVD: Meer studie naar fracking;17.04.2018;206;1;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
11;2;4;8;Curator doet klantgegevens in de verkoop;17.04.2019;766;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;
47;1;0;5;Bewoners langs hsl blij met rapport milieudienst;17.05.2010;358;1;1;2;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;TNO;
255;1;0;2;Inspectie schetst scheef beeld;17.05.2013;311;1;1;2;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
215;1;0;8;Facebook schendt privacy;17.05.2017;336;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
361;1;0;8;Gehackte computer? Vaak eigen schuld;17.05.2017;778;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
413;2;6;8;Boete dreigt voor Facebook;17.05.2017;142;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
424;2;7;4;Staatstoezicht berispt NAM om studie naar gaswinning in Waddenzee;17.05.2017;167;2;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
97;2;2;8;Tekort aan privacy-experts;17.05.2018;581;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
332;2;2;8;Autoriteit Persoonsgegevens Amsterdam in de fout met analyse van Facebook gegevens van hangjongeren;17.05.2018;200;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
213;1;0;8;Je kunt ook te veel zonnepanelen in je woonwijk hebben;17.05.2022;625;1;2;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Landelijke werkgroep;
428;1;0;5;Vmbo'ers moeten vaker op de fiets naar school;17.06.2010;369;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
236;2;7;5;Odfjell wil niet langer schlemiel van haven Rotterdam zijn;17.06.2013;1152;2;1;1;2;0;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Veiligheidsregio Rotterdam Rijnmond;
191;1;0;5;Verkouden en benauwd door turbines;17.06.2014;162;2;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
94;1;0;1;Supermarkten blijven producten visverwerker Foppen trouw;17.06.2015;229;1;1;2;2;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;
199;2;7;2;Kabinet zet in op stevige krip van Schiphol;17.06.2022;635;1;1;2;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;;
69;1;0;1;Veel waterspeelgoed is levensgevaarlijk voor baby's en kinderen;17.07.2013;227;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
383;1;0;2;Honderden medische certificaten ongeldig;17.07.2015;192;2;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
146;1;0;2;Reiswereld koopt met zwijggeld conflict af;17.07.2016;356;1;1;2;2;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
58;2;4;1;Rechter: NVWA treedt te slap op tegen illegaal hout;17.07.2017;582;1;1;2;2;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;;
240;1;0;4;Risico's aardwarmte zeker niet onderschat;17.07.2017;329;2;1;2;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
304;1;0;4;Groningse bodem steeds kwetsbaarder;17.07.2017;688;2;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NCG;
235;2;9;8;Privacy schiet door;17.07.2018;705;1;1;1;2;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
44;1;0;1;Brits eikenverbod: krijgen kwekers bij ons daar last van?;17.07.2019;399;2;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
289;1;0;8;Boete Haga voor lekken uit dossiers;17.07.2019;366;1;1;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
369;1;0;8;Vingerscanaffaire nog niet ten einde Alfred Blokhuizen diep geschokt;17.07.2019;486;1;1;2;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;;
395;2;6;8;Straf voor gluren in het dossier van Barbie;17.07.2019;175;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
376;1;0;5;Overleg industrie in Burengesprek;17.07.2020;198;2;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Veiligheidsregio;
164;1;0;3;Rode kaart voor bedrijven die zich te groen voordoen;17.07.2020;1004;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Milieucentraal;
36;2;3;8;EU-hof: gegevens van Europeanen niet goed beschermd in Amerika;17.07.2020;611;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
77;1;0;8;Adressen van spoedgevallen op straat na datalek Veiligheidsregio;17.07.2020;204;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Veiligheidsregio Rotterdam-Rijnmond;
119;1;0;4;Gemeenten in beroep tegen zoutwinning;17.07.2021;280;2;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
102;2;3;5;Bewoners tegenover haven machteloos;17.08.2012;1442;1;3;2;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;;
437;2;3;2;Testritten Fyra in februari nog goed en veilig;17.08.2013;532;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
135;1;0;5;Rechter haalt streep door boete;17.08.2013;397;1;1;2;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;Brandweer;
328;1;0;2;Hoe velig is post bij bobrief?;17.08.2015;420;2;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Politie;
241;1;0;8;'Let op met registreren vaccinatie';17.08.2018;408;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
291;1;0;5;Culinesse: meer lucht op nieuwe plek aan de plas;17.08.2019;757;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
117;1;0;2;Nederland scherpt eisen voor export van vervulide brandstoffen aan;17.08.2022;700;2;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
152;1;0;4;Ook Drenthe moet winnen zout afwijzen';17.08.2022;213;1;1;2;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;;
244;2;9;4;Tien jaar na 'Huizinge';17.08.2022;429;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;
287;1;0;4;Het gasland moet in therapie;17.09.2011;584;1;1;1;2;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;;
135;2;6;1;Heksenjacht op horeca;17.09.2014;449;1;1;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Handhaving, Stadsdeel;
402;2;6;3;ACM strenger voor telecom;17.09.2016;175;2;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
314;1;0;5;Bewoners klagen over benzinelucht;17.09.2020;109;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
89;1;0;8;D66 laakt aanpak datalek door Emmen;17.09.2022;289;1;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
421;2;9;1;Houdbaarheidseisen prima;17.10.2013;746;2;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
324;1;0;5;Schultz heeft lak aan vervuiling A13;17.10.2013;435;1;1;2;2;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
65;1;0;3;Kosten van stadswarmte lijken hoog;17.10.2016;489;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
117;1;0;3;50.000 huishoudens gaan voor NEC;17.10.2018;329;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
63;1;0;2;Transportbedrijf moet fikse arboboete betalen;17.10.2019;271;1;1;2;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
91;2;4;8;Persoonsregistratie van UWV voldoet niet aan privacywet;17.10.2020;539;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;UWV;
31;1;0;3;Provincies prijzen fietspaden aan met nepreviews;17.10.2021;657;1;1;1;2;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
286;2;2;8;Privacywaakhond AP bezorgd door ‘beeld’ van heimelijk onderzoek in moskeeën;17.10.2021;829;1;1;2;2;0;1;0;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;Moskee;
181;1;0;5;De milieuboetes moeten omhoog;17.11.2012;302;2;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Brandweer;
307;2;2;4;NAM: versterking bij minder huizen;17.11.2015;665;2;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
313;2;2;3;Einde aan stroomruzies lukt alleen met nieuwe wet;17.11.2017;1926;2;1;2;1;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;
433;1;0;1;Inspecties bij 5 procent;17.11.2018;110;2;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
442;1;0;3;Overname Independer definitief;17.11.2018;120;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
239;1;0;4;Aardbevingsoefening ondanks daling gaswinning echt nodig;17.11.2018;537;2;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Veiligheidsregio Groningen;
227;1;0;8;Internetfraude door het dak;17.11.2021;490;1;1;2;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
303;2;7;4;Aantal bevingen Groningen verontrustend;17.11.2021;359;1;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
186;1;0;5;Genoeg van afschuwelijke oliestank;17.12.2012;156;1;2;2;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
332;1;0;4;Gasbesluit onder de maat;17.12.2014;509;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Centrum Veilig Wonen;
335;1;0;4;Gaskraan verder dichtgedraaid, huizen verstevigd;17.12.2014;525;1;1;2;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;;
383;2;9;4;Kabinet draait Groningse gaskraan verder dicht;17.12.2014;386;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
254;2;1;1;Nog altijd gif op groente en fruit;17.12.2015;104;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
196;1;0;3;Dement of ziek, dat is kassa voor de verkper;17.12.2016;579;1;3;1;2;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
390;1;0;4;Kom uit de slachtofferrol;17.12.2016;1570;2;1;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
80;1;0;2;Inspectie: wees alert op taxichauffeurs;17.12.2018;165;1;1;2;2;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
265;1;0;8;Privacyvechter Jonker richt zijn pijlen nu op de NS;17.12.2019;215;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;
384;2;2;8;Ook na de reclamecookie blijft ieders privacy in gevaar;17.12.2019;1474;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
135;1;0;2;Boete KLM na annuleringen;17.12.2021;213;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
194;2;6;2;Passagiers schieten niets op met dwangsom KLM;17.12.2021;359;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;;
321;1;0;2;Boete KLM om niet;17.12.2021;166;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
429;1;0;2;Schaduwgevecht om de gedoemde Hedwigeduijk;17.12.2022;1892;2;1;2;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
323;1;0;8;Uitzendbureau universiteit getroffen door ransomaanval;17.12.2022;286;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Centraal Meldpunt Identiteitsfraude;
132;1;0;5;Petrochemisch bedrijf Odfjell krijgt 50.000 euro boete voor nieuw lek;18.01.2012;288;2;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Veiligheidsregio;
339;2;3;4;Geofysicus: Het lijkt erop dat het wel een nuttige ingreep is;18.01.2014;688;2;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
